AAM,ea
[O:1]([C:2]12[C:3]([H:8])([H:9])[N:4]([C:5]1([H:10])[H:11])[C:6]2([H:12])[H:13])[H:7]>>[O:1]([C:2][C:6]([N:4]1[C:3]([H:8])([H:9])[C:5]1([H:10])[H:11])([H:12])[H:13])[H:7],95.18793529673479
[O:1]([C:2]12[C:3]([H:8])([H:9])[N:4]([C:5]1([H:10])[H:11])[C:6]2([H:12])[H:13])[H:7]>>[O:1]([C:2]1([C:3][H:9])[C:5]([H:10])([H:11])[N:4]([H:8])[C:6]1([H:12])[H:13])[H:7],68.2098307783456
[O:1]([C:2]12[C:3]([H:8])([H:9])[N:4]([C:5]1([H:10])[H:11])[C:6]2([H:12])[H:13])[H:7]>>[O:1]([C:2][C:5]([N+:4]([C-:3]([H:8])[H:9])=[C:6]([H:12])[H:13])([H:10])[H:11])[H:7],36.9711130844591
[O:1]([C:2]12[C:3]([H:8])([H:9])[N:4]([C:5]1([H:10])[H:11])[C:6]2([H:12])[H:13])[H:7]>>[O:1]([C:2]12[C:3]([H:8])([H:9])[N+:4]([H:12])([C:5]1([H:10])[H:11])[C-:6]2[H:13])[H:7],68.2191320087085
[O:1]([C:2]12[C:3]([H:8])([H:9])[N:4]([C:5]1([H:10])[H:11])[C:6]2([H:12])[H:13])[H:7]>>[O:1]([C:3]([C:2]12[N:4]([C:5]1([H:10])[H:11])[C:6]2([H:12])[H:13])([H:8])[H:9])[H:7],52.639697090811005
[C:1]([C:2]12[C:3]([H:10])([H:11])[N:4]([C:5]1([H:12])[H:13])[C:6]2([H:14])[H:15])([H:7])([H:8])[H:9]>>[C:1]([C-:2]1[C:3]([H:10])([H:11])[N+:4](=[C:6]([H:14])[H:15])[C:5]1([H:12])[H:13])([H:7])([H:8])[H:9],31.7953878684095
[C:1]([C:2]12[C:3]([H:10])([H:11])[N:4]([C:5]1([H:12])[H:13])[C:6]2([H:14])[H:15])([H:7])([H:8])[H:9]>>[C:1]([C:2]12[C:3]([H:10])([H:11])[N+:4]([H:14])([C:5]1([H:12])[H:13])[C-:6]2[H:15])([H:7])([H:8])[H:9],67.5478680141989
[C:1]([C:2]12[C:3]([H:10])([H:11])[N:4]([C:5]1([H:12])[H:13])[C:6]2([H:14])[H:15])([H:7])([H:8])[H:9]>>[C:1]([C:2][C:5]([N:4]1[C:3]([H:10])([H:11])[C:6]1([H:14])[H:15])([H:12])[H:13])([H:7])([H:8])[H:9],105.335796637425
[C:1]([c:2]1[c:3]([H:11])[c:4]([O:5][H:12])[n:6][n:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([c:2]1[c:3]([H:11])[c:4]([O:5][H:12])[n:6]([H:13])[n:7]1)([H:8])([H:9])[H:10],43.976827736241205
[C:1]([c:2]1[c:3]([H:11])[c:4]([O:5][H:12])[n:6][n:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:3]1([H:11])[C-:2]=[N+:7]([H:13])[N:6]=[C:4]1[O:5][H:12])([H:8])([H:9])[H:10],81.7787122391748
[C:1]([c:2]1[c:3]([H:11])[c:4]([O:5][H:12])[n:6][n:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@:2]12[C:3]([H:11])=[C:4]([O:5][H:12])[N:6]1[N:7]2[H:13])([H:8])([H:9])[H:10],91.36775468763099
[C:1]([c:2]1[c:3]([H:11])[c:4]([O:5][H:12])[n:6][n:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1](=[C:2]1[C:3]([H:11])=[C:4]([O:5][H:12])[N:6]=[N:7]1)([H:9])[H:10].[H:8][H:13],84.9786770966202
[C:1]([c:2]1[c:3]([H:11])[c:4]([O:5][H:12])[n:6][n:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1](=[C:2]1[C:3]([H:11])=[C:4]([O:5][H:12])[N-:6][N+:7]1([H:8])[H:13])([H:9])[H:10],88.2805199938649
[C:1]([c:2]1[c:3]([H:11])[c:4]([O:5][H:12])[n:6][n:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([C:2][N:7]([N:6]=[C:4]=[C:3]([O:5][H:12])[H:11])[H:13])([H:8])([H:9])[H:10],146.307593636409
[C:1]([c:2]1[c:3]([H:11])[c:4]([O:5][H:12])[n:6][n:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1](=[C:3](/[C:4]([O:5][H:12])=[N:6]\[N+:7](=[C-:2][H:8])[H:13])[H:11])([H:9])[H:10],115.752318786397
[C:1]([c:2]1[c:3]([H:11])[c:4]([O:5][H:12])[n:6][n:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@:2]1([H:13])[C:3]([H:11])=[C:4]([O:5][H:12])[N:6]=[N:7]1)([H:8])([H:9])[H:10],45.697115424649
[C:1]([c:2]1[c:3]([H:11])[c:4]([O:5][H:12])[n:6][n:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:3]=[C:4]([O:5][H:12])[N:6]([H:11])[N:7]1[H:13])([H:8])([H:9])[H:10],87.9152963820384
[C:1]([c:2]1[c:3]([H:11])[c:4]([O:5][H:12])[n:6][n:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1](=[C:2]1[C+:3]([H:11])[C:4](=[O:5])[N-:6][N:7]1[H:13])([H:9])[H:10].[H:8][H:12],125.24479008793301
[C:1]([c:2]1[c:3]([H:11])[c:4]([O:5][H:12])[n:6][n:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([C+:2]1[C:3]([H:11])([H:12])[C:4]([O-:5])=[N:6][N:7]1[H:13])([H:8])([H:9])[H:10],65.7577266677699
[C:1]([c:2]1[c:3]([H:11])[c:4]([O:5][H:12])[n:6][n:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([n:6]1[c+:4]([O:5][H:12])[c:3]([H:11])[c-:2][n:7]1[H:13])([H:8])([H:9])[H:10],151.82571830144198
[C:1]([c:2]1[c:3]([H:11])[c:4]([O:5][H:12])[n:6][n:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1](/[C:2]([C@:3]1([H:11])[C:4]([O:5][H:12])=[N:6]1)=[N:7]\[H:13])([H:8])([H:9])[H:10],70.712998285849
[C:1]([c:2]1[c:3]([H:11])[c:4]([O:5][H:12])[n:6][n:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1](=[C:2]1[C:3]([H:8])([H:11])[C:4]([O:5][H:12])=[N:6][N:7]1[H:13])([H:9])[H:10],84.20167526389179
[C:1]([c:2]1[c:3]([H:11])[c:4]([O:5][H:12])[n:6][n:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([c:2]1[c:3]([H:11])[c:4](=[O:5])[n:6]([H:12])[n:7]1[H:13])([H:8])([H:9])[H:10],42.178762232800395
[C:1]([c:2]1[c:3]([H:11])[c:4]([O:5][H:12])[n:6][n:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C+:3]=[C:4]([O:5][H:12])[N-:6][N:7]1[H:13])([H:8])([H:9])[H:10],77.9049536668347
[C:1]([c:2]1[c:3]([H:11])[c:4]([O:5][H:12])[n:6][n:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1](=[C:2]1[C:3]([H:11])=[C:4]([O:5][H:12])[N:6]([H:8])[N:7]1[H:13])([H:9])[H:10],97.1176119960804
[C:1]([c:2]1[c:3]([H:11])[c:4]([O:5][H:12])[n:6][n:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3](=[C:4]=[N:6][O:5][H:12])[H:11])=[N:7][H:13])([H:8])([H:9])[H:10],97.7251905747874
[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[n:5]1>>[O:1]([C+:2]=[C:3]([C:4](=[N-:5])[H:8])[H:7])[H:6],85.9497225995924
[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[n:5]1>>[O:1]=[C:2]([C:3]([C:4]#[N:5])([H:7])[H:8])[H:6],51.6311821374934
[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[n:5]1>>[O:1]=[C:2]([C:3](=[C:4]=[N:5][H:8])[H:7])[H:6],49.4676585524566
[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[n:5]1>>[C:2](#[C:3][H:7])[H:6].[O:1][C:4](=[N:5])[H:8],136.197210513805
[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[n:5]1>>[O+:1]#[C:2][C:3]([C:4](=[N-:5])[H:8])([H:6])[H:7],66.7611351940787
[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[n:5]1>>[C:2](#[C:3][H:7])[H:6].[O-:1][N+:5]#[C:4][H:8],80.7668888806462
[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[n:5]1>>[O:1]1[C:2]([H:6])=[C:3]=[C:4]([H:8])[N:5]1[H:7],101.27245107371999
[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[n:5]1>>[O:1]([C:2](=[C:3]([H:7])[H:8])[H:6])[N+:5]#[C-:4],89.9804667608534
[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[n:5]1>>[O:1]=[N:5][C:4](=[C:3]=[C:2]([H:6])[H:7])[H:8],75.825016021801
[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[n:5]1>>[O:1]=[C:2]([C@:3]1([H:7])[C:4]([H:8])=[N:5]1)[H:6],50.223990848270596
[C:1]([c:2]1[c:3]([N:4]([H:11])[H:12])[n:5][n:6][o:7]1)([H:8])([H:9])[H:10]>>[C:1]([c:2]1[c:3]([N-:4][H:11])[n:5]([H:12])[n:6][o+:7]1)([H:8])([H:9])[H:10],66.40665238210539
[C:1]([c:2]1[c:3]([N:4]([H:11])[H:12])[n:5][n:6][o:7]1)([H:8])([H:9])[H:10]>>[C:1]([C@:2]1([H:12])/[C:3](=[N:4]/[H:11])[N:5]=[N:6][O:7]1)([H:8])([H:9])[H:10],80.8299775230515
[C:1]([c:2]1[c:3]([N:4]([H:11])[H:12])[n:5][n:6][o:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2]#[C:3][N:4]([H:11])[H:12])([H:8])([H:9])[H:10].[N-:5]=[N+:6]=[O:7],61.8420416223124
[C:1]([c:2]1[c:3]([N:4]([H:11])[H:12])[n:5][n:6][o:7]1)([H:8])([H:9])[H:10]>>[C:1](=[C:2]1[C:3]([N:4]([H:11])[H:12])=[N:5][N:6]([H:10])[O:7]1)([H:8])[H:9],50.972588928144596
[C:1]([c:2]1[c:3]([N:4]([H:11])[H:12])[n:5][n:6][o:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C+:3][N:4]([H:11])[H:12])[O-:7])([H:8])([H:9])[H:10].[N:5]#[N:6],9.02912089377617
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9]>>[C:1]([C:2]1([H:10])[C:3]([H:11])([H:12])[C:4]([H:13])=[C:6]([H:16])[C:5]1([H:14])[H:15])([H:7])([H:8])[H:9],113.98304775607599
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C:4]([H:13])([H:15])[C@:6]1([C:5][H:14])[H:16])([H:7])([H:8])[H:9],64.9164965431905
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9]>>[C:1]([C@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]([C:5][H:15])([H:13])[C:6]1([H:14])[H:16])([H:7])([H:8])[H:9],63.996387555243
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@:6]1([C:5]([C:4][H:13])([H:14])[H:15])[H:16])([H:7])([H:8])[H:9],70.9313958051072
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@:4]([C:5]([H:14])([H:15])[H:16])([H:13])[C:6]1)([H:7])([H:8])[H:9],64.7803725111802
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C:4]([H:13])([H:16])[C:5]([H:14])([H:15])[C:6]1)([H:7])([H:8])[H:9],60.714017434966095
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9]>>[C:1]([C:2][C:3]([C:4]1([H:13])[C:5]([H:14])([H:15])[C:6]1([H:10])[H:16])([H:11])[H:12])([H:7])([H:8])[H:9],74.9769068636007
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C@@:6]1([H:16])[C:4][C:5]1([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],69.4304285258784
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C@@:6]1([H:16])[C@:4]([C:3][H:11])([H:13])[C:5]1([H:14])[H:15])([H:10])[H:12])([H:7])([H:8])[H:9],74.3424035047645
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C:4][C:5]([H:14])([H:15])[C:6]1([H:13])[H:16])([H:7])([H:8])[H:9],59.7021360982333
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C:4][C@:6]1([C:5]([H:13])([H:14])[H:15])[H:16])([H:7])([H:8])[H:9],64.8992397850778
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[C@@:3]2([H:11])[C@:4]([C:5]([H:12])([H:14])[H:15])([H:13])[C@:6]12[H:16])([H:7])([H:8])[H:9],95.27785438888132
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[O:1]([C:2][C@@:6]1([H:14])[C@:4]([C:3]([H:8])([H:9])[H:10])([H:11])[C:5]1([H:12])[H:13])[H:7],53.1395631529991
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[O:1]([C@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]([C:5][H:12])([H:11])[C:6]1([H:13])[H:14])[H:7],65.8247602876676
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[C:2]1([H:8])=[C:6]2[C@@:4]([H:11])([C:3]1([H:9])[H:10])[C:5]2([H:12])[H:13].[O:1]([H:7])[H:14],69.9435323143244
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C:4][C@:6]1([C:5]([H:11])([H:12])[H:13])[H:14])[H:7],65.583191842586
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C:4][C:5]([H:12])([H:13])[C:6]1([H:11])[H:14])[H:7],59.643640981089895
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:14])[C:5]([H:12])([H:13])[C:6]1)[H:7],63.671373737416495
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[O:1]([C:2]([C@@:6]1([H:14])[C@:4]([C:3][H:10])([H:11])[C:5]1([H:12])[H:13])([H:8])[H:9])[H:7],71.8189609004535
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[O:1]=[C:2]([C@@:6]1([H:14])[C@:4]([C:3]([H:7])([H:9])[H:10])([H:11])[C:5]1([H:12])[H:13])[H:8],64.7290653948439
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[O:1]=[C:2]([C:3]([C:4]1([H:11])[C:5]([H:12])([H:13])[C:6]1([H:7])[H:14])([H:9])[H:10])[H:8],59.4594955547888
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[O:1]([C@@:2]([C:3]([C:4][H:11])([H:9])[H:10])([C:6](=[C:5]([H:12])[H:13])[H:14])[H:8])[H:7],71.3197113064315
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[C:2]1([H:8])=[C:6]([H:14])[C:5]([H:13])=[C:4]([H:11])[C:3]1([H:9])[H:10].[O:1]([H:7])[H:12],71.9005587464647
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[C:2]1([H:8])=[C:3]([H:10])[C@:4]2([H:11])[C:5]([H:12])([H:13])[C@:6]12[H:14].[O:1]([H:7])[H:9],71.8346230703825
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[H:7][H:12].[O:1]=[C:2]([C:3]([C:4]1([H:11])[C:5]([H:13])=[C:6]1[H:14])([H:9])[H:10])[H:8],64.62681311386329
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[H:7][H:8].[O:1]=[C:2]1[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14],77.74774081954041
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])=[C:5]([H:13])[C:6]1([H:12])[H:14])[H:7],64.3057009669141
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[O:1](/[C:2](=[C:6](/[C:5]([C:4](=[C:3]([H:9])[H:10])[H:11])([H:12])[H:13])[H:14])[H:8])[H:7],36.535211588547504
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[O:1]([C:2]([C:3]([C:4](=[C:5]([H:12])[H:13])[H:11])([H:9])[H:10])=[C:6]([H:8])[H:14])[H:7],84.4053023168167
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[O:1]([C:3]([C@@:2]1([H:8])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])([H:9])[H:10])[H:7],83.73427774448741
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[O:1]([C@@:2]([C:3]([H:9])([H:10])[H:11])([C@@:6]1([H:14])[C:4][C:5]1([H:12])[H:13])[H:8])[H:7],68.2131040631395
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[O:1]([C:2][C:3]([C:4]1([H:11])[C:5]([H:12])([H:13])[C:6]1([H:8])[H:14])([H:9])[H:10])[H:7],61.32288455340429
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@:6]1([C:5]([C:4][H:11])([H:12])[H:13])[H:14])[H:7],74.41126586263951
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[O:1]([C:2]([C:3](=[C:4]([H:10])[H:11])[H:9])([C:6](=[C:5]([H:12])[H:13])[H:14])[H:8])[H:7],87.01502749875792
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[C:2]1[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14].[O:1]([H:7])[H:8],66.5829329490777
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3](=[C:4]([H:11])[H:13])[H:12])([C:6](=[C:5]([H:14])[H:15])[H:16])[H:10])([H:7])([H:8])[H:9],91.22349597109492
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[C:5]([H:15])=[C:6]1[H:16])([H:7])([H:8])[H:9],64.38995256348541
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3]([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C:6]1)([H:11])[H:12])([H:10])[H:16])([H:7])([H:8])[H:9],68.4826009899534
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9]>>[C:1](=[C:2]([C:6]12[C:3]([H:11])([H:12])[C:4]1([H:13])[C:5]2([H:14])[H:15])[H:10])([H:7])[H:8].[H:9][H:16],96.6626336143548
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9]>>[C:1]([C:3]([C@@:2]1([H:10])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:11])[H:12])([H:7])([H:8])[H:9],102.319952028192
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9]>>[C:1](/[C:2](=[C:6](/[C:5]([C:4](=[C:3]([H:11])[H:12])[H:13])([H:14])[H:15])[H:16])[H:10])([H:7])([H:8])[H:9],47.5363282200183
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9]>>[C:1]([C:2][C@@:6]1([H:16])[C@:4]([C:3]([H:10])([H:11])[H:12])([H:13])[C:5]1([H:14])[H:15])([H:7])([H:8])[H:9],70.041226797667
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3]([C:4](=[C:5]([H:14])[H:15])[H:13])([H:11])[H:12])=[C:6]([H:10])[H:16])([H:7])([H:8])[H:9],86.84015451658951
[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[n:6]1[H:10]>>[O:1]=[C:2]1[N+:3]([H:7])([H:8])[C-:4]=[C:5]([H:9])[N:6]1[H:10],84.9588358724748
[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[n:6]1[H:10]>>[N:3](=[C:4]=[C:5]([H:8])[H:9])[H:7].[O:1]=[C:2]=[N:6][H:10],92.20391699005741
[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[n:6]1[H:10]>>[O:1]([c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[n:6]1)[H:10],47.9015179795242
[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[n:6]1[H:10]>>[N:3](=[C:4]([C:5](=[N:6]/[H:10])/[H:9])\[H:8])\[H:7].[O+:1]#[C-:2],59.482607087655204
[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[n:6]1[H:10]>>[O:1]=[C:2](/[N:3]=[C:4]([C:5](=[N:6]\[H:10])\[H:9])/[H:8])[H:7],64.2536877968898
[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[n:6]1[H:10]>>[O:1]=[C:2]1[N+:3]([H:7])=[C-:4][C:5]([H:8])([H:9])[N:6]1[H:10],55.7543361006329
[C:1]1([H:7])([H:8])[O:2][C:3]([H:9])([H:10])[C@@:4]2([H:11])[O:5][C@@:6]12[H:12]>>[C-:1]1=[O+:2][C:3]([H:9])([H:10])[C@@:4]2([H:11])[O:5][C@@:6]12[H:12].[H:7][H:8],73.5692673566835
[C:1]1([H:7])([H:8])[O:2][C:3]([H:9])([H:10])[C@@:4]2([H:11])[O:5][C@@:6]12[H:12]>>[C:1]([O:2][C:3]([C:4][H:11])([H:9])[H:10])([C:6](=[O:5])[H:12])([H:7])[H:8],77.1294881937554
[C:1]1([H:7])([H:8])[O:2][C:3]([H:9])([H:10])[C@@:4]2([H:11])[O:5][C@@:6]12[H:12]>>[C:1]1([H:7])([H:8])[O:2][C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[O+:5]=[C-:6]1,70.4254954482888
