AAM,dh
[H:1][C:2]#[C:3][O:4]/[C:5]([H:6])=[C:7](\[H:8])[O:9][H:10]>>[H:1][C:2]#[C:3].[O:4]=[C:5]([H:6])[C:7]([H:8])[O:9][H:10],3.59141163495
[C:1]=[C:2]([C:3]([H:4])([H:5])[H:6])[C:7]([H:8])([H:9])[C:10]([H:11])([H:12])[C:13]([H:14])([H:15])[H:16]>>[C:13]([H:14])([H:15])[H:16].[C:1]=[C:2]([C:3]([H:4])([H:5])[H:6])[C:7]([H:8])([H:9])[C:10]([H:11])[H:12],4.0353696797900005
[H:1][O:2][C:3][C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[H:10]>>[C:7]([H:8])([H:9])[H:10].[H:1][O:2][C:3]=[C:4]([H:5])[H:6],2.47571254611
[H:1][C:2]([H:3])[O:4][C:5]([H:6])[C:7]([H:8])([H:9])[C:10]([H:11])([H:12])[C:13]([H:14])([H:15])[H:16]>>[C:5]([H:6])[C:7]([H:8])([H:9])[C:10]([H:11])([H:12])[C:13]([H:14])([H:15])[H:16].[H:1][C:2]([H:3])=[O:4],2.03770518
[H:1][O:2][C:3]([C:4]([H:5])([H:6])[H:7])[C:8]([H:9])([H:10])[C:11]=[C:12]([H:13])[H:14]>>[C:8]([H:9])([H:10])=[C:11]=[C:12]([H:13])[H:14].[H:1][O:2][C:3][C:4]([H:5])([H:6])[H:7],0.5752761384089999
[H:1][O:2][C:3]([H:4])[C:5]([H:6])([C:7]([H:8])([H:9])[H:10])[C:11]([H:12])([H:13])[H:14]>>[H:1][O:2][C:3][C:5]([H:6])([C:7]([H:8])([H:9])[H:10])[C:11]([H:12])([H:13])[H:14].[H:4],3.72093748187
[H:1][C:2]([H:3])([H:4])[O:5][C:6][O:7][C:8]([H:9])([H:10])[C:11]([H:12])([H:13])[H:14]>>[H:1][C:2]([H:3])[H:4].[O:5]=[C:6][O:7][C:8]([H:9])([H:10])[C:11]([H:12])([H:13])[H:14],1.5105812001
[O:1][O:2][C:3]([H:4])([H:5])[C@:6]([H:7])([C:8]([H:9])[H:10])[C:11]([H:12])([H:13])[H:14]>>[C:11]([H:12])([H:13])[H:14].[O:1][O:2][C:3]([H:4])([H:5])[C:6]([H:7])=[C:8]([H:9])[H:10],1.3852644808
[H:1][C:2][O:3]/[C:4]([H:5])=[C:6]/[O:7][H:8]>>[H:1][C:2].[O:3]=[C:4]([H:5])[C:6][O:7][H:8],4.59848052458
[H:1][O:2]/[C:3]([H:4])=[C:5](\[O:6][H:7])[C:8]([H:9])=[C:10]([H:11])[H:12]>>[C:3]([H:4])=[C:5]([O:6][H:7])[C:8]([H:9])=[C:10]([H:11])[H:12].[H:1][O:2],6.20794134331
[H:1][O:2]/[C:3](=[C:4](/[H:5])[O:6][C:7]([H:8])([H:9])[H:10])[C:11]([H:12])([H:13])[H:14]>>[H:10].[H:1][O:2]/[C:3](=[C:4](/[H:5])[O:6][C:7]([H:8])[H:9])[C:11]([H:12])([H:13])[H:14],4.152283124669999
[H:1][O:2][C:3][C:4]([H:5])([H:6])/[C:7]=[C:8](\[H:9])[O:10][H:11]>>[H:1][O:2][C:3][C:4]([H:5])=[C:7]=[C:8]([H:9])[O:10][H:11].[H:6],1.57313941186
[H:1][O:2][C:3]([H:4])([H:5])[C:6]([H:7])([H:8])[C:9]=[C:10]([H:11])[H:12]>>[H:1][O:2][C:3]([H:4])([H:5])[C:6]([H:7])=[C:9]=[C:10]([H:11])[H:12].[H:8],1.80421498162
[O:1]=[C:2]=[C:3][O:4][C:5]([H:6])[H:7]>>[O:1][C:2][C:3].[O:4]=[C:5]([H:6])[H:7],1.2405664586
[O:1]=[C:2]([H:3])[C:4]([H:5])[C:6]([H:7])([H:8])[C:9][C:10]([H:11])([H:12])[H:13]>>[H:8].[O:1]=[C:2]([H:3])/[C:4]([H:5])=[C:6](\[H:7])[C:9][C:10]([H:11])([H:12])[H:13],1.5215600154299995
[O:1][C@@:2]([O:3][H:4])([C:5]([H:6])([H:7])[H:8])[C:9]([H:10])([H:11])[C:12]([H:13])([H:14])[H:15]>>[C:9]([H:10])([H:11])[C:12]([H:13])([H:14])[H:15].[O:1]=[C:2]([O:3][H:4])[C:5]([H:6])([H:7])[H:8],-0.241298332959
[C:1]#[C:2][C:3](=[O:4])[C:5]([H:6])([H:7])[H:8]>>[C:1]#[C:2].[C:3](=[O:4])[C:5]([H:6])([H:7])[H:8],4.8200952949
[H:1][C:2][O:3][C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[O:10][H:11]>>[C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[O:10][H:11].[H:1][C:2]=[O:3],0.7551837478
[H:1][O:2][C:3]([H:4])([H:5])[C:6]([H:7])([C:8]([H:9])[H:10])[C:11]([H:12])([H:13])[O:14][H:15]>>[H:1][O:2][C:3]([H:4])([H:5])[C:6](=[C:8]([H:9])[H:10])[C:11]([H:12])([H:13])[O:14][H:15].[H:7],1.6862762960799995
[H:1][C:2]([O:3][C:4]([H:5])([H:6])[H:7])[C:8]([H:9])([H:10])[C:11]([H:12])[C:13]([H:14])([H:15])[H:16]>>[C:8]([H:9])([H:10])=[C:11]([H:12])[C:13]([H:14])([H:15])[H:16].[H:1][C:2][O:3][C:4]([H:5])([H:6])[H:7],0.91465173
[H:1][C:2]#[C:3][C:4]([C:5]([H:6])([H:7])[H:8])[C:9]([H:10])([H:11])[O:12][H:13]>>[H:1][C:2]#[C:3][C:4]([C:5]([H:6])([H:7])[H:8])=[C:9]([H:10])[H:11].[O:12][H:13],3.21393563233
[C:1]#[C:2][O:3][C:4]([H:5])([H:6])[O:7][H:8]>>[C:1][C:2][O:3].[C:4]([H:5])([H:6])[O:7][H:8],1.02960099833
[H:1][C:2]([H:3])[C:4]#[C:5][O:6][C:7]([H:8])=[C:9]([H:10])[H:11]>>[H:1][C:2]([H:3])[C:4]#[C:5][O:6][C:7]=[C:9]([H:10])[H:11].[H:8],4.887141504780001
[C:1]#[C:2][C:3]/[C:4]([H:5])=[C:6](\[H:7])[C:8][H:9]>>[C:1]#[C:2][C:4]([H:5])[C:6]([H:7])=[C:8][H:9].[C:3],6.50132283382
[O:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[C:8](=[C:9][H:10])[C:11]([H:12])([H:13])[H:14]>>[C:11]([H:12])([H:13])[H:14].[O:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[C:8]#[C:9][H:10],1.36978195878
[O:1]=[C:2]([O:3][H:4])[C:5](=[C:6]([H:7])[H:8])[C:9]([H:10])([H:11])[H:12]>>[C:6]([H:7])[H:8].[O:1]=[C:2]([O:3][H:4])[C:5][C:9]([H:10])([H:11])[H:12],8.089154831110001
[H:1][C:2][O:3][C:4]([H:5])([H:6])[C:7](=[C:8]([H:9])[H:10])[C:11]([H:12])([H:13])[H:14]>>[C:11]([H:12])([H:13])[H:14].[H:1][C:2][O:3][C:4]([H:5])([H:6])[C:7]=[C:8]([H:9])[H:10],4.62505718112
[H:1][C:2]=[C:3]([H:4])[O:5]/[C:6]([H:7])=[C:8]/[C:9]([H:10])([H:11])[H:12]>>[H:12].[H:1][C:2]=[C:3]([H:4])[O:5][C:6]([H:7])=[C:8]=[C:9]([H:10])[H:11],1.97726073483
[H:1][C:2]=[C:3]([H:4])[C:5][O:6][C:7]#[C:8][H:9]>>[C:5][O:6][C:7]#[C:8][H:9].[H:1][C:2]#[C:3][H:4],1.08742535773
[H:1][C:2]([H:3])=[C:4]([H:5])[C:6]([H:7])([H:8])[C:9]([H:10])([H:11])[C:12][C:13]([H:14])([H:15])[H:16]>>[C:9]([H:10])([H:11])=[C:12][C:13]([H:14])([H:15])[H:16].[H:1][C:2]([H:3])=[C:4]([H:5])[C:6]([H:7])[H:8],1.3189546345899998
[H:1][C:2][O:3][C:4]([H:5])([H:6])[O:7][C:8]([H:9])[C:10]([H:11])([H:12])[H:13]>>[C:10]([H:11])([H:12])[H:13].[H:1][C:2][O:3][C:4]([H:5])([H:6])[O:7][C:8][H:9],3.88301711592
[H:1][C:2]#[C:3][C:4]([H:5])([H:6])[C:7][O:8][H:9]>>[C:2]#[C:3][C:4]([H:5])([H:6])[C:7][O:8][H:9].[H:1],5.975506983740001
[H:1][O:2][C:3][O:4][C@@:5]([H:6])([C:7]([H:8])[H:9])[C:10]([H:11])([H:12])[H:13]>>[C:5]([H:6])(=[C:7]([H:8])[H:9])[C:10]([H:11])([H:12])[H:13].[H:1][O:2][C:3]=[O:4],-1.06696786206
[H:1][C:2]([H:3])[O:4][C:5][O:6][C:7]([H:8])=[C:9]([H:10])[H:11]>>[H:11].[H:1][C:2]([H:3])[O:4][C:5][O:6][C:7]([H:8])=[C:9][H:10],5.35022162034
[O:1]=[C:2]([H:3])[C:4]([H:5])/[C:6]([H:7])=[C:8](\[H:9])[O:10][H:11]>>[C:8]([H:9])[O:10][H:11].[O:1]=[C:2]([H:3])[C:4]([H:5])=[C:6][H:7],5.04928196029
[O:1][C@@:2]([H:3])([O:4][C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[H:11])[C:12]([H:13])([H:14])[H:15]>>[O:1]=[C:2]([H:3])[C:12]([H:13])([H:14])[H:15].[O:4][C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[H:11],0.6912196404690001
[H:1][C:2][O:3][C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[C:10]([H:11])([H:12])[O:13][H:14]>>[H:14].[H:1][C:2][O:3][C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[C:10]([H:11])([H:12])[O:13],4.65638617648
[H:1][C:2]=[C:3]([H:4])[C:5][O:6][C:7]([H:8])=[C:9]([H:10])[H:11]>>[C:9]([H:10])[H:11].[H:1][C:2]=[C:3]([H:4])[C:5][O:6][C:7][H:8],7.980009892919999
[O:1]=[C:2]=[C:3]([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])=[C:10]([H:11])[H:12]>>[C:3]([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])=[C:10]([H:11])[H:12].[O:1]=[C:2],3.92573454377
[O:1][C:2]#[C:3][H:4]>>[H:4].[O:1][C:2][C:3],4.46706706454
[O:1]=[C:2]([H:3])/[C:4](=[C:5](\[H:6])[O:7][H:8])[C:9]([H:10])([H:11])[H:12]>>[H:6].[O:1]=[C:2]([H:3])/[C:4](=[C:5]/[O:7][H:8])[C:9]([H:10])([H:11])[H:12],5.06881461535
[H:1][O:2][O:3]/[C:4]([H:5])=[C:6](\[H:7])[C:8]([H:9])=[C:10]([H:11])[H:12]>>[H:12].[H:1][O:2][O:3]/[C:4]([H:5])=[C:6](\[H:7])[C:8]([H:9])=[C:10][H:11],5.011327044750001
[H:1][O:2][C:3]([C:4]([H:5])([H:6])[H:7])[C:8]([H:9])([H:10])[O:11][C:12]([H:13])[H:14]>>[H:1][O:2][C:3](=[C:4]([H:5])[H:6])[C:8]([H:9])([H:10])[O:11][C:12]([H:13])[H:14].[H:7],2.00646578914
[H:1][C:2]#[C:3][C:4]([H:5])([H:6])[O:7][C:8]([H:9])=[C:10]([H:11])[H:12]>>[C:10]([H:11])[H:12].[H:1][C:2]#[C:3][C:4]([H:5])([H:6])[O:7][C:8][H:9],7.3996368588699974
[O:1][C@@:2]([H:3])([O:4][C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[H:11])[C:12]([H:13])([H:14])[H:15]>>[C:2]([H:3])([O:4][C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[H:11])[C:12]([H:13])([H:14])[H:15].[O:1],4.21568139435
[H:1][C:2]([O:3]/[C:4]([H:5])=[C:6](\[H:7])[C:8]([H:9])([H:10])[H:11])[C:12]([H:13])([H:14])[H:15]>>[C:12]([H:13])([H:14])[H:15].[H:1][C:2][O:3]/[C:4]([H:5])=[C:6](\[H:7])[C:8]([H:9])([H:10])[H:11],3.67190378625
[H:1][C:2]=[C:3]([H:4])/[C:5]([H:6])=[C:7](\[H:8])[O:9][H:10]>>[H:1][C:2]#[C:3]/[C:5]([H:6])=[C:7](\[H:8])[O:9][H:10].[H:4],1.83896546316
[H:1][O:2][C:3]([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[C:11]([H:12])([H:13])[C:14]([H:15])[H:16]>>[H:13].[H:1][O:2][C:3]([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[C:11]([H:12])=[C:14]([H:15])[H:16],1.77808094444
[O:1]=[C:2]=[C:3]([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[C:11]([H:12])([H:13])[H:14]>>[H:7].[O:1]=[C:2]/[C:3]([H:4])=[C:5](\[H:6])[C:8]([H:9])([H:10])[C:11]([H:12])([H:13])[H:14],4.03457483024
[C:1][C:2][O:3]>>[C:1].[C:2]=[O:3],3.00947603014
[O:1]=[C:2]([H:3])[O:4][C:5]([H:6])([H:7])[C:8]#[C:9][H:10]>>[H:3].[O:1]=[C:2][O:4][C:5]([H:6])([H:7])[C:8]#[C:9][H:10],4.434410812149999
[H:1][O:2][C:3]([C:4]([H:5])([H:6])[H:7])[C:8]([H:9])([H:10])[C:11]=[C:12]([H:13])[H:14]>>[H:14].[H:1][O:2][C:3]([C:4]([H:5])([H:6])[H:7])[C:8]([H:9])([H:10])[C:11]#[C:12][H:13],1.84882561023
[H:1][C:2]([H:3])=[C:4]([C:5]([H:6])([H:7])[H:8])[C:9]([H:10])([H:11])[C:12][C:13]([H:14])([H:15])[H:16]>>[C:9]([H:10])([H:11])=[C:12][C:13]([H:14])([H:15])[H:16].[H:1][C:2]([H:3])=[C:4][C:5]([H:6])([H:7])[H:8],1.6830792745200005
[H:1][C:2]([H:3])[C:4]([H:5])([H:6])[H:7]>>[H:1][C:2][C:4]([H:5])([H:6])[H:7].[H:3],5.28970083644
[H:1][O:2][C:3](=[C:4]=[C:5]([H:6])[H:7])[C:8]([H:9])([H:10])[C:11]([H:12])([H:13])[H:14]>>[C:4]=[C:5]([H:6])[H:7].[H:1][O:2][C:3][C:8]([H:9])([H:10])[C:11]([H:12])([H:13])[H:14],5.26545361741
[H:1][O:2][C@:3]([H:4])([C:5]([H:6])[H:7])[C:8]([H:9])([C:10]([H:11])([H:12])[H:13])[C:14]([H:15])([H:16])[H:17]>>[C:5]([H:6])[H:7].[H:1][O:2][C:3]([H:4])[C:8]([H:9])([C:10]([H:11])([H:12])[H:13])[C:14]([H:15])([H:16])[H:17],4.97286853748
[O:1]=[C:2][C:3]([H:4])([H:5])[O:6][C:7]([H:8])[C:9]([H:10])([H:11])[H:12]>>[C:9]([H:10])([H:11])[H:12].[O:1]=[C:2][C:3]([H:4])([H:5])[O:6][C:7][H:8],3.71968253398
[H:1][O:2][C:3][C:4]([O:5][H:6])=[C:7]([H:8])[H:9]>>[C:7]([H:8])[H:9].[H:1][O:2][C:3]#[C:4][O:5][H:6],4.98029309361
[C:1]#[C:2][C@@:3]([H:4])([O:5][H:6])[O:7][C:8]([H:9])([H:10])[H:11]>>[C:1]#[C:2][C:3]([H:4])[O:7][C:8]([H:9])([H:10])[H:11].[O:5][H:6],2.95686775534
[H:1][O:2]/[C:3]([H:4])=[C:5](\[H:6])[C@@:7]([H:8])([O:9][H:10])[C:11]([H:12])([H:13])[H:14]>>[H:1][O:2]/[C:3]([H:4])=[C:5](\[H:6])[C:7]([O:9][H:10])[C:11]([H:12])([H:13])[H:14].[H:8],3.52572460557
[H:1][C:2]#[C:3][O:4][C:5]([H:6])([H:7])[C:8][O:9][H:10]>>[H:1][C:2]#[C:3].[O:4][C:5]([H:6])([H:7])[C:8][O:9][H:10],5.1338035845
[H:1][O:2][C:3]([H:4])[O:5][C:6][C:7]([H:8])([H:9])[C:10]([H:11])[H:12]>>[H:12].[H:1][O:2][C:3]([H:4])[O:5][C:6][C:7]([H:8])([H:9])[C:10][H:11],5.09939257283
[H:1][C:2][C:3]([H:4])([H:5])[O:6][C:7]#[C:8][H:9]>>[H:1][C:2][C:3]([H:4])([H:5])[O:6][C:7]#[C:8].[H:9],5.548794168940001
[H:1][O:2]/[C:3]([H:4])=[C:5]/[O:6][C:7]([H:8])=[C:9]([H:10])[H:11]>>[H:11].[H:1][O:2]/[C:3]([H:4])=[C:5]/[O:6][C:7]([H:8])=[C:9][H:10],5.13515561685
[H:1][O:2][C@@:3]([H:4])([C:5]([H:6])([H:7])[H:8])[C:9]([H:10])([H:11])[C:12]([H:13])([H:14])[C:15]([H:16])([H:17])[H:18]>>[C:15]([H:16])([H:17])[H:18].[H:1][O:2][C@@:3]([H:4])([C:5]([H:6])([H:7])[H:8])[C:9]([H:10])([H:11])[C:12]([H:13])[H:14],4.04653424367
[H:1][O:2][C:3][C:4]#[C:5][C:6]([H:7])([H:8])[O:9][H:10]>>[H:1].[O:2][C:3]#[C:4][C:5][C:6]([H:7])([H:8])[O:9][H:10],1.81414388891
[C:1][C:2]#[C:3][C:4]([H:5])([H:6])[C:7]([H:8])=[C:9][H:10]>>[C:1][C:2]#[C:3][C:4]([H:5])([H:6])[C:7]([H:8])=[C:9].[H:10],4.0513621465400025
[H:1][C:2][O:3][C:4]([H:5])([H:6])[C:7](=[C:8][H:9])[O:10][H:11]>>[C:7](#[C:8][H:9])[O:10][H:11].[H:1][C:2][O:3][C:4]([H:5])[H:6],1.58958210727
[O:1]=[C:2]([O:3][H:4])/[C:5]([H:6])=[C:7](\[H:8])[C:9]([H:10])([H:11])[H:12]>>[C:5]([H:6])=[C:7]([H:8])[C:9]([H:10])([H:11])[H:12].[O:1]=[C:2][O:3][H:4],4.66859190582
[H:1][C:2]([H:3])([H:4])[C:5][O:6][C:7]([H:8])([C:9]([H:10])([H:11])[H:12])[C:13]([H:14])([H:15])[H:16]>>[H:1][C:2]([H:3])([H:4])[C:5].[O:6][C:7]([H:8])([C:9]([H:10])([H:11])[H:12])[C:13]([H:14])([H:15])[H:16],4.9082717471800015
[O:1]=[C:2]([H:3])[C@@:4]([H:5])([O:6][C:7]([H:8])([H:9])[H:10])[C:11]([H:12])([H:13])[H:14]>>[C:7]([H:8])([H:9])[H:10].[O:1]=[C:2]([H:3])[C@@:4]([H:5])([O:6])[C:11]([H:12])([H:13])[H:14],3.69450389556
[H:1][O:2][C:3]([H:4])([H:5])[O:6][C:7](=[C:8]([H:9])[H:10])[C:11]([H:12])([H:13])[H:14]>>[H:1].[O:2][C:3]([H:4])([H:5])[O:6][C:7](=[C:8]([H:9])[H:10])[C:11]([H:12])([H:13])[H:14],4.42749499155
[O:1]=[C:2]([H:3])[C:4]([H:5])([H:6])[C:7](=[O:8])[H:9]>>[H:9].[O:1]=[C:2]([H:3])[C:4]([H:5])([H:6])[C:7]=[O:8],3.98659502628
[H:1][C:2]#[C:3][C:4]([H:5])[C:6]([H:7])([O:8][H:9])[O:10][H:11]>>[C:2]#[C:3][C:4]([H:5])[C:6]([H:7])([O:8][H:9])[O:10][H:11].[H:1],4.6479452955800005
[O:1][C@@:2]([C:3]#[C:4][H:5])([O:6][H:7])[C:8]([H:9])([H:10])[H:11]>>[C:3]#[C:4][H:5].[O:1]=[C:2]([O:6][H:7])[C:8]([H:9])([H:10])[H:11],1.04998057207
[O:1][C@@:2]([H:3])([C:4]#[C:5][C:6]([H:7])([H:8])[H:9])[C:10]([H:11])([H:12])[H:13]>>[C:2]([H:3])([C:4]#[C:5][C:6]([H:7])([H:8])[H:9])[C:10]([H:11])([H:12])[H:13].[O:1],3.40268198432
[H:1][O:2]/[C:3]([H:4])=[C:5](\[C:6]([H:7])=[C:8]([H:9])[H:10])[C:11]([H:12])([H:13])[H:14]>>[C:5]([H:7])=[C:11]([H:12])[H:13].[H:1][O:2]/[C:3]([H:4])=[C:6]/[C:8]([H:9])([H:10])[H:14],5.189976257980001
[H:1][C:2][O:3][C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[O:10][H:11]>>[H:1][C:2].[O:3][C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[O:10][H:11],6.096409962640001
[O:1]=[C:2]([H:3])[C:4]([O:5][H:6])[C:7]([H:8])([H:9])[H:10]>>[H:3].[O:1]=[C:2]=[C:4]([O:5][H:6])[C:7]([H:8])([H:9])[H:10],2.82090242676
[H:1][C:2]([H:3])[C:4]([H:5])([H:6])[C:7]([H:8])([H:9])/[C:10]([H:11])=[C:12](\[H:13])[C:14]([H:15])([H:16])[H:17]>>[H:13].[H:1][C:2]([H:3])[C:4]([H:5])([H:6])[C:7]([H:8])([H:9])/[C:10]([H:11])=[C:12]/[C:14]([H:15])([H:16])[H:17],4.793224908430001
[H:1][C:2]([H:3])[C:4][C:5]#[C:6][C:7]([H:8])=[C:9]([H:10])[H:11]>>[H:1][C:2]([H:3])[C:4]#[C:5][C:6]#[C:7][C:9]([H:10])[H:11].[H:8],2.90097071268
[H:1][C:2][O:3]/[C:4]([H:5])=[C:6](\[H:7])[C:8]([H:9])[C:10]([H:11])([H:12])[H:13]>>[C:8]([H:9])[C:10]([H:11])([H:12])[H:13].[H:1][C:2][O:3][C:4]([H:5])=[C:6][H:7],6.19052176303
[H:1][C:2]([H:3])[C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[C:10][O:11][C:12]([H:13])([H:14])[H:15]>>[C:12]([H:13])([H:14])[H:15].[H:1][C:2]([H:3])[C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[C:10]=[O:11],0.6939736840899999
[H:1][O:2][C:3]([O:4][H:5])=[C:6]([H:7])[H:8]>>[H:1].[O:2]=[C:3]([O:4][H:5])[C:6]([H:7])[H:8],2.9869605484099995
[H:1]/[C:2](=[C:3](/[H:4])[C:5]([H:6])([C:7]([H:8])([H:9])[H:10])[C:11]([H:12])([H:13])[H:14])[C:15]([H:16])([H:17])[H:18]>>[C:11]([H:12])([H:13])[H:14].[H:1]/[C:2](=[C:3](/[H:4])[C:5]([H:6])[C:7]([H:8])([H:9])[H:10])[C:15]([H:16])([H:17])[H:18],3.2546859897400005
[H:1][O:2][C:3](=[C:4]([H:5])[H:6])[C:7]([H:8])([H:9])[O:10][H:11]>>[C:3](=[C:4]([H:5])[H:6])[C:7]([H:8])([H:9])[O:10][H:11].[H:1][O:2],6.23446653751
[H:1][C:2][C:3]([H:4])([H:5])[O:6][O:7][C:8]([H:9])=[C:10][H:11]>>[H:1][C:2][C:3]([H:4])([H:5])[O:6][O:7][C:8]#[C:10][H:11].[H:9],2.21626455232
[H:1][C:2]([H:3])[C:4]#[C:5][O:6][C:7]([H:8])[C:9]([H:10])([H:11])[H:12]>>[H:12].[H:1][C:2]([H:3])[C:4]#[C:5][O:6][C:7]([H:8])=[C:9]([H:10])[H:11],2.1129562844
[H:1][C:2][O:3][C:4]([H:5])([H:6])[C:7](=[C:8][H:9])[C:10]([H:11])([H:12])[H:13]>>[C:7](#[C:8][H:9])[C:10]([H:11])([H:12])[H:13].[H:1][C:2][O:3][C:4]([H:5])[H:6],1.25847973328
[H:1][O:2]/[C:3]([H:4])=[C:5]([H:6])/[C:7]([H:8])=[C:9]/[C:10]([H:11])([H:12])[H:13]>>[C:9][C:10]([H:11])([H:12])[H:13].[H:1][O:2]/[C:3]([H:4])=[C:5](\[H:6])[C:7][H:8],6.413495971980001
[C:1][C:2]([H:3])([H:4])[O:5][C:6](=[C:7])[O:8][H:9]>>[C:1][C:2]([H:3])([H:4])[O:5][C:6][O:8][H:9].[C:7],3.90383597635
[H:1][C:2]#[C:3][O:4][C:5]([H:6])=[C:7]=[C:8]([H:9])[H:10]>>[C:2]#[C:3][O:4][C:5]([H:6])=[C:7]=[C:8]([H:9])[H:10].[H:1],5.516027074069999
[H:1][O:2][C:3][C:4]#[C:5][C:6]([H:7])([H:8])[O:9][H:10]>>[C:5][C:6]([H:7])([H:8])[O:9][H:10].[H:1][O:2][C:3]#[C:4],6.65944176284
[H:1][O:2][C:3]([H:4])[C:5]([H:6])([C:7]([H:8])[O:9][H:10])[C:11]([H:12])([H:13])[H:14]>>[C:11]([H:12])([H:13])[H:14].[H:1][O:2][C:3]([H:4])/[C:5]([H:6])=[C:7](\[H:8])[O:9][H:10],0.7226283706800001
[H:1][O:2]/[C:3]([H:4])=[C:5]/[O:6][C:7]([H:8])[H:9]>>[H:1][O:2]/[C:3]([H:4])=[C:5]/[O:6][C:7][H:8].[H:9],4.56427849586
[H:1][C:2]([H:3])[O:4]/[C:5]([H:6])=[C:7](\[H:8])[C:9]([H:10])([H:11])[H:12]>>[C:7]([H:8])[C:9]([H:10])([H:11])[H:12].[H:1][C:2]([H:3])[O:4][C:5][H:6],6.691446537490001
[H:1][O:2][C:3]([H:4])=[C:5]=[C:6]([H:7])[C:8]([H:9])([H:10])[C:11]([H:12])([H:13])[H:14]>>[H:14].[H:1][O:2][C:3]([H:4])=[C:5]=[C:6]([H:7])[C:8]([H:9])([H:10])[C:11]([H:12])[H:13],4.580535225249999
[H:1][O:2][C:3]([H:4])([O:5][H:6])[C:7]([C:8]([H:9])([H:10])[H:11])[C:12]([H:13])([H:14])[H:15]>>[C:7]([C:8]([H:9])([H:10])[H:11])[C:12]([H:13])([H:14])[H:15].[H:1][O:2][C:3]([H:4])[O:5][H:6],4.35148416313
[H:1][O:2]/[C:3]([H:4])=[C:5](\[C:6]([H:7])[H:8])[C:9]([H:10])([H:11])[O:12][H:13]>>[C:9]([H:10])([H:11])[O:12][H:13].[H:1][O:2][C:3]([H:4])=[C:5]=[C:6]([H:7])[H:8],2.31594243625
[H:1][C:2]=[C:3](/[C:4]([H:5])=[C:6]/[C:7]([H:8])([H:9])[H:10])[C:11]([H:12])([H:13])[H:14]>>[C:4]([H:5])#[C:6][C:7]([H:8])([H:9])[H:10].[H:1][C:2]#[C:3][C:11]([H:12])([H:13])[H:14],-1.11720364354
[O:1]=[C:2]([H:3])[C:4]([H:5])/[C:6]([H:7])=[C:8](\[H:9])[O:10][H:11]>>[C:4]([H:5])/[C:6]([H:7])=[C:8](\[H:9])[O:10][H:11].[O:1]=[C:2][H:3],4.77384010523
[H:1][O:2][C:3]([O:4][H:5])([C:6]([H:7])([H:8])[H:9])[C:10]([H:11])([H:12])[C:13]([H:14])([H:15])[H:16]>>[C:10]([H:11])([H:12])[C:13]([H:14])([H:15])[H:16].[H:1][O:2][C:3]([O:4][H:5])[C:6]([H:7])([H:8])[H:9],3.68879196756
[H:1][C:2]([H:3])[C:4]([H:5])([H:6])[O:7]/[C:8]([H:9])=[C:10](\[H:11])[C:12]([H:13])([H:14])[H:15]>>[H:1][C:2]([H:3])=[C:4]([H:5])[O:7]/[C:8]([H:9])=[C:10](\[H:11])[C:12]([H:13])([H:14])[H:15].[H:6],1.6638232002200002
[C:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[O:8][O:9]>>[C:1]=[C:2]([H:3])[H:4].[C:5]([H:6])([H:7])[O:8][O:9],0.0763382874101999
[O:1]=[C:2]([C:3][C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[H:10])[O:11][H:12]>>[C:3][C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[H:10].[O:1]=[C:2][O:11][H:12],3.96125392141
[H:1][C:2]#[C:3][C:4]([H:5])[O:6][C:7]([H:8])=[C:9]([H:10])[H:11]>>[C:4]([H:5])[O:6][C:7]([H:8])=[C:9]([H:10])[H:11].[H:1][C:2]#[C:3],5.626706206930001
[H:1][C:2]([H:3])[C:4]([H:5])([H:6])[O:7][C:8]([H:9])([H:10])[C:11][C:12]([H:13])([H:14])[H:15]>>[C:11][C:12]([H:13])([H:14])[H:15].[H:1][C:2]([H:3])[C:4]([H:5])([H:6])[O:7][C:8]([H:9])[H:10],3.52419457361
